seed,fold,feature,raw_feature_desc,lime_importance,time_to_generate
1,1,MS,-0.08 < MS <= 3.32,-0.076513,0.129799
1,1,MCC,MCC > 0.58,-0.061492,0.129799
1,1,UC,UC <= -0.14,-0.060976,0.129799
1,1,Year,-0.52 < Year <= -0.12,0.041247,0.129799
1,1,Time,Time > 0.37,-0.040437,0.129799
1,1,MC,-0.02 < MC <= 11.38,-0.036601,0.129799
1,1,MN,0.83 < MN <= 4.76,0.023846,0.129799
1,1,Amount,0.33 < Amount <= 1.21,0.017121,0.129799
1,1,errors,errors <= -0.53,-0.011224,0.129799
1,1,Day,Day > 0.43,-0.008302,0.129799
1,2,MS,MS > 4.24,0.175185,0.128136
1,2,MC,MC > 66.14,0.115199,0.128136
1,2,Year,Year > 0.35,-0.051338,0.128136
1,2,MCC,MCC > 0.61,-0.044835,0.128136
1,2,UC,UC <= -0.03,-0.030833,0.128136
1,2,MN,0.84 < MN <= 5.07,0.027543,0.128136
1,2,Zip,0.67 < Zip <= 0.72,0.026738,0.128136
1,2,Time,-0.03 < Time <= 0.38,0.020647,0.128136
1,2,Amount,-0.27 < Amount <= 0.31,-0.010233,0.128136
1,2,errors,errors <= -0.62,-0.007682,0.128136
1,3,MS,MS > 4.93,0.209673,0.075010
1,3,MC,MC > 66.56,0.116340,0.075010
1,3,MCC,MCC > 0.60,-0.047023,0.075010
1,3,Year,Year > 0.32,-0.041073,0.075010
1,3,MN,0.82 < MN <= 5.36,0.030381,0.075010
1,3,Zip,0.67 < Zip <= 0.72,0.023169,0.075010
1,3,Time,-0.03 < Time <= 0.36,0.021648,0.075010
1,3,UC,UC <= -0.08,-0.011787,0.075010
1,3,errors,errors <= -0.69,-0.011094,0.075010
1,3,Amount,-0.26 < Amount <= 0.30,-0.006359,0.075010
1,4,MS,MS > 3.96,0.141423,0.130008
1,4,MC,MC > 63.10,0.094507,0.130008
1,4,MCC,MCC > 0.55,-0.044108,0.130008
1,4,Year,Year > 0.35,-0.043715,0.130008
1,4,MN,0.86 < MN <= 4.75,0.035055,0.130008
1,4,Zip,0.66 < Zip <= 0.72,0.024053,0.130008
1,4,UC,UC <= -0.08,-0.019027,0.130008
1,4,Time,-0.02 < Time <= 0.38,0.018253,0.130008
1,4,errors,errors <= -0.65,-0.013876,0.130008
1,4,Day,-0.44 < Day <= 0.00,0.005456,0.130008
1,5,MS,-0.07 < MS <= 3.67,-0.063850,0.129649
1,5,MCC,-0.57 < MCC <= -0.17,0.058746,0.129649
1,5,MC,-0.02 < MC <= 11.38,-0.055828,0.129649
1,5,UC,UC <= -0.13,-0.039519,0.129649
1,5,Year,-0.52 < Year <= -0.12,0.033627,0.129649
1,5,MN,0.84 < MN <= 4.80,0.025187,0.129649
1,5,Zip,0.66 < Zip <= 0.73,0.023759,0.129649
1,5,Time,-0.02 < Time <= 0.39,0.016555,0.129649
1,5,errors,errors <= -0.56,-0.012421,0.129649
1,5,Amount,Amount > 1.22,0.005714,0.129649
